,Song Title,Artist,Year,Position
77,Love Shack,B-52s,1990,78
78,All Or Nothing,Milli Vanilli,1990,79
79,Romeo,Dino,1990,80
80,Everybody Everybody,Black Box,1990,81
81,I Go To Extremes,Billy Joel,1990,82
82,Whip Appeal,Babyface,1990,83
83,Oh Girl,Paul Young,1990,84
84,C'mon And Get My Love,D-Mob With Cathy Dennis,1990,85
85,(It's Just) The Way That You Love Me,Paula Abdul,1990,86
86,We Can't Go Wrong,Cover Girls,1990,87
87,When I'm Back On My Feet Again,Michael Bolton,1990,88
88,Make You Sweat,Keith Sweat,1990,89
89,This One's For The Children,New Kids On The Block,1990,90
90,What It Takes,Aerosmith,1990,91
91,Forever,Kiss,1990,92
92,Jerk Out,Time,1990,93
93,Just A Friend,Biz Markie,1990,94
94,Whole Wide World,A'me Lorain,1990,95
95,Without You,Motley Crue,1990,96
96,Swing The Mood,Jive Bunny and The Master Mixers,1990,97
97,Thieves In The Temple,Prince,1990,98
98,Mentirosa,Mellow Man Ace,1990,99
99,Tic-Tac-Toe,Kyper,1990,100
0,(Everything I Do) I Do It For You,Bryan Adams,1991,1
1,I Wanna Sex You Up,Color Me Badd,1991,2
2,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,1991,3
3,Rush Rush,Paula Abdul,1991,4
4,One More Try,Timmy T,1991,5
5,Unbelievable,EMF,1991,6
6,More Than Words,Extreme,1991,7
7,I Like The Way (The Kissing Game),Hi-Five,1991,8
8,The First Time,Surface,1991,9
9,"Baby, Baby",Amy Grant,1991,10
10,Motownphilly,Boyz II Men,1991,11
11,Because I Love You (The Postman Song),Stevie B,1991,12
12,Someday,Mariah Carey,1991,13
13,High Enough,Damn Yankees,1991,14
14,From A Distance,Bette Midler,1991,15
15,All The Man That I Need,Whitney Houston,1991,16
16,"Right Here, Right Now",Jesus Jones,1991,17
17,I Adore Mi Amor,Color Me Badd,1991,18
18,Love Will Never Do (Without You),Janet Jackson,1991,19
19,Good Vibrations,Marky Mark and The Funky Bunch feat. Loleatta Holloway,1991,20
20,Justify My Love,Madonna,1991,21
21,Emotions,Mariah Carey,1991,22
22,Joyride,Roxette,1991,23
23,Romantic,Karyn White,1991,24
24,Hold You Tight,Tara Kemp,1991,25
25,I Don't Wanna Cry,Mariah Carey,1991,26
26,You're In Love,Wilson Phillips,1991,27
27,Every Heartbeat,Amy Grant,1991,28
28,Sensitivity,Ralph Tresvant,1991,29
29,Touch Me (All Night Long),Cathy Dennis,1991,30
30,I've Been Thinking About You,Londonbeat,1991,31
31,Do Anything,Natural Selection,1991,32
32,Losing My Religion,R.E.M.,1991,33
33,Coming Out Of The Dark,Gloria Estefan,1991,34
34,It Ain't Over 'Til It's Over,Lenny Kravitz,1991,35
35,Here We Go,C+C Music Factory,1991,36
36,Where Does My Heart Beat Now,Celine Dion,1991,37
37,Summertime,D.J. Jazzy Jeff and The Fresh Prince,1991,38
38,Wind Of Change,Scorpions,1991,39
39,P.A.S.S.I.O.N.,Rhythm Syndicate,1991,40
40,The Promise Of A New Day,Paula Abdul,1991,41
41,I'm Your Baby Tonight,Whitney Houston,1991,42
42,Love Of A Lifetime,Firehouse,1991,43
43,Fading Like A Flower (Every Time You Leave),Roxette,1991,44
44,This House,Tracie Spencer,1991,45
45,Hole Hearted,Extreme,1991,46
46,Power Of Love (Love Power),Luther Vandross,1991,47
47,Impulsive,Wilson Phillips,1991,48
48,Love Is A Wonderful Thing,Michael Bolton,1991,49
49,Rhythm Of My Heart,Rod Stewart,1991,50
50,Things That Make You Go Hmmmm...,C+C Music Factory,1991,51
51,I Touch Myself,Divinyls,1991,52
52,Tom's Diner,DMA,1991,53
53,Iesha,Another Bad Creation,1991,54
54,Something To Talk About,Bonnie Raitt,1991,55
55,After The Rain,Nelson,1991,56
56,Play That Funky Music,Vanilla Ice,1991,57
57,Temptation,Corina,1991,58
58,Can't Stop This Thing We Started,Bryan Adams,1991,59
59,I Can't Wait Another Minute,Hi-Five,1991,60
60,3 A.M. Eternal,KLF,1991,61
61,"Time, Love And Tenderness",Michael Bolton,1991,62
62,Saideness Part I,Enigrna,1991,63
63,Around The Way Girl,LL Cool J,1991,64
64,I'll Be There,Escape Club,1991,65
65,Cream,Prince And The N.P.G.,1991,66
66,Now That We Found Love,Heavy D. and The Boyz,1991,67
67,Show Me The Way,Styx,1991,68
68,Love Takes Time,Mariah Carey,1991,69
69,Cry For Help,Rick Astley,1991,70
70,The Way You Do The Things You Do,UB40,1991,71
71,Here I Am (Come And Take Me),UB40,1991,72
72,Signs,Tesla,1991,73
73,Too Many Walls,Cathy Dennis,1991,74
74,Crazy,Seal,1991,75
75,I'll Give All My Love To You,Keith Sweat,1991,76
76,Place In This World,Michael W. Smith,1991,77
77,Something To Believe In,Poison,1991,78
78,Wicked Game,Chris Issak,1991,79
79,Get Here,Oleta Adams,1991,80
80,Round And Round,Tevin Campbell,1991,81
81,Silent Lucidity,Queensryche,1991,82
82,I'm Not In Love,Will To Power,1991,83
83,Piece Of My Heart,Tara Kemp,1991,84
84,Real Real Real,Jesus Jones,1991,85
85,Just Another Dream,Cathy Dennis,1991,86
86,Everybody Plays The Fool,Aaron Neville,1991,87
87,Strike It Up,Black Box,1991,88
88,Rico Suave,Gerardo,1991,89
89,Disappear,INXS,1991,90
90,Groove Is In The Heart,Deee-Lite,1991,91
91,All This Time,Sting,1991,92
92,The One And Only,Chesney Hawkes,1991,93
93,O.P.P.,Naughty By Nature,1991,94
94,Freedom 90,George Michael,1991,95
95,I Saw Red,Warrant,1991,96
96,Miles Away,Winger,1991,97
97,Do You Want Me,Salt-N-Pepa,1991,98
98,The Motown Song,Rod Stewart,1991,99
99,Shiny Happy People,R.E.M.,1991,100
0,End Of The Road,Boyz II Men,1992,1
1,Baby Got Back,Sir Mix-a-Lot,1992,2
2,Jump,Kris Kross,1992,3
3,Save The Best For Last,Vanessa Williams,1992,4
4,Baby-Baby-Baby,TLC,1992,5
5,Tears In Heaven,Eric Clapton,1992,6
6,My Lovin' (You're Never Gonna Get It),En Vogue,1992,7
7,Under The Bridge,Red Hot Chili Peppers,1992,8
8,All 4 Love,Color Me Badd,1992,9
9,Just Another Day,Jon Secada,1992,10
10,I Love Your Smile,Shanice,1992,11
11,To Be With You,Mr. Big,1992,12
12,I'm Too Sexy,Right Said Fred,1992,13
13,Black Or White,Michael Jackson,1992,14
14,Achy Breaky Heart,Billy Ray Cyrus,1992,15
15,I'll Be There,Mariah Carey,1992,16
16,November Rain,Guns N' Roses,1992,17
17,Life Is A Highway,Tom Cochrane,1992,18
18,Remember The Time,Michael Jackson,1992,19
19,Finally,CeCe Peniston,1992,20
20,This Used To Be My Playground,Madonna,1992,21
21,Sometimes Love Just Ain't Enough,Patty Smyth and Don Henley,1992,22
22,Can't Let Go,Mariah Carey,1992,23
23,Jump Around,House Of Pain,1992,24
24,Diamonds And Pearls,Prince and The N.P.G.,1992,25
25,Don't Let The Sun Go Down On Me,George Michael and Elton John,1992,26
26,Masterpiece,Atlantic Starr,1992,27
27,If You Asked Me To,Celine Dion,1992,28
28,Giving Him Something He Can Feel,En Vogue,1992,29
29,Live And Learn,Joe Public,1992,30
30,Come and Talk To Me,Jodeci,1992,31
31,Smells Like Teen Spirit,Nirvana,1992,32
32,Humpin' Around,Bobby Brown,1992,33
33,Damn I Wish I Was Your Lover,Sophie B. Hawkins,1992,34
34,Tell Me What You Want Me To Do,Teven Campbell,1992,35
35,Ain't 2 Proud 2 Beg,TLC,1992,36
36,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,1992,37
37,Move This,Technotronic,1992,38
38,Bohemian Rhapsody,Queen,1992,39
39,Tennessee,Arrested Development,1992,40
40,The Best Things In Life Are Free,Luther Vandross and Janet Jackson,1992,41
41,Make It Happen,Mariah Carey,1992,42
42,The One,Elton John,1992,43
43,Set Adrift On Memory Bliss,P.M. Dawn,1992,44
44,Stay,Shakespear's Sister,1992,45
45,2 Legit 2 Quit,Hammer,1992,46
46,Please Don't Go,K.W.S.,1992,47
47,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,1992,48
48,Wishing On A Star,Cover Girls,1992,49
49,She's Playing Hard To Get,Hi-Five,1992,50
50,I'd Die Without You,P.M. Dawn,1992,51
51,Good For Me,Amy Grant,1992,52
52,All I Want,Toad The Wet Sprocket,1992,53
53,When A Man Loves A Woman,Michael Bolton,1992,54
54,I Can't Dance,Genesis,1992,55
55,Hazard,Richard Marx,1992,56
56,Mysterious Ways,U2,1992,57
57,Too Funky,George Michael,1992,58
58,How Do You Talk To An Angel,Heights,1992,59
59,One,U2,1992,60
60,Keep On Walkin',CeCe Peniston,1992,61
61,Hold On My Heart,Genesis,1992,62
62,The Way I Feel About You,Karyn White,1992,63
63,Beauty And The Beast,Calms Dion And Peabo Bryson,1992,64
64,Warm It Up,Kris Kross,1992,65
65,In The Closet,Michael Jackson,1992,66
66,People Everyday,Arrested Development,1992,67
67,No Son Of Nine,Genesis,1992,68
68,Wildside,Marky Mark And The Funky Bunch,1992,69
69,Do I Have To Say The Words?,Bryan Adams,1992,70
70,Friday I'm In Love,Cure,1992,71
71,Everything About You,Ugly Kid Joe,1992,72
72,Blowing Kisses In The Wind,Paula Abdul,1992,73
73,Thought I'd Died And Gone To Heaven,Bryan Adams,1992,74
74,Rhythm Is A Dancer,Snap,1992,75
75,Addams Groove,Hammer,1992,76
76,Missing You Now,Michael Bolton,1992,77
77,Back To The Hotel,N2Deep,1992,78
78,Everything Changes,Kathy Troccoli,1992,79
79,Have You Ever Needed Somone So Bad,Def Leppard,1992,80
80,Take This Heart,Richard Marx,1992,81
81,When I Look Into Your Eyes,Firehouse,1992,82
82,I Wanna Love You,Jade,1992,83
83,Uhh Ahh,Boyz II Men,1992,84
84,Real Love,Mary J. Blige,1992,85
85,Justified And Ancient,KLF,1992,86
86,Slow Motion,Color Me Badd,1992,87
87,What About Your Friends,TLC,1992,88
88,Thinkin' Back,Color Me Badd,1992,89
89,Would I Lie To You?,Charles and Eddie,1992,90
90,That's What Love Is For,Amy Grant,1992,91
91,Keep Coming Back,Richard Marx,1992,92
92,Free Your Mind,En Vogue,1992,93
93,Keep It Comin',Keith Sweat,1992,94
94,Just Take My Heart,Mr. Big,1992,95
95,I Will Remember You,Amy Grant,1992,96
96,We Got A Love Thang,CeCe Peniston,1992,97
97,Let's Get Rocked,Def Leppard,1992,98
98,They Want EFX,Das EFX,1992,99
99,I Can't Make You Love Me,Bonnie Raitt,1992,100
0,I Will Always Love You,Whitney Houston,1993,1
1,Whoomp! (There It Is),Tag Team,1993,2
2,Can't Help Falling In Love,UB40,1993,3
3,That's The Way Love Goes,Janet Jackson,1993,4
4,Freak Me,Silk,1993,5
5,Weak,SWV,1993,6
6,If I Ever Fall In Love,Shai,1993,7
7,Dreamlover,Mariah Carey,1993,8
8,Rump Shaker,Wreckx-N-Effect,1993,9
9,Informer,Snow,1993,10
10,"Nuthin' But A ""G"" Thang",Dr. Dre,1993,11
11,In The Still Of The Nite,Boyz II Men,1993,12
12,Don't Walk Away,Jade,1993,13
13,Knockin' Da Boots,H-Town,1993,14
14,Lately,Jodeci,1993,15
15,Dazzey Duks,Duice,1993,16
16,Show Me Love,Robin S.,1993,17
17,A Whole New World,Peabo Bryson and Regina Belle,1993,18
18,If,Janet Jackson,1993,19
19,I'm So Into You,SWV,1993,20
20,Love Is,Vanessa Willlams and Brian Mcknight,1993,21
21,Runaway Train,Soul Asylum,1993,22
22,I'll Never Get Over You (Getting Over Me),Expose,1993,23
23,Ditty,Paperboy,1993,24
24,Rhythm Is A Dancer,Snap,1993,25
25,The River Of Dreams,Billy Joel,1993,26
26,I'm Gonna Be (500 Miles),Proclaimers,1993,27
27,Two Princes,Spin Doctors,1993,28
28,Right Here (Human Nature)-Downtown,SWV,1993,29
29,I Have Nothing,Whitney Houston,1993,30
30,Mr. Wendal,Arrested Development,1993,31
31,Have I Told You Lately,Rod Stewart,1993,32
32,Saving Forever For You,Shanice,1993,33
33,Ordinary World,Duran Duran,1993,34
34,If I Had No Loot,Tony! Toni! Tone!,1993,35
35,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,1993,36
36,Slam,Onyx,1993,37
37,Looking Through Patient Eyes,P.M. Dawn,1993,38
38,I'm Every Woman,Whitney Houston,1993,39
39,Baby I'm Yours,Shai,1993,40
40,Come Undone,Duran Duran,1993,41
41,I Don't Wanna Fight,Tina Turner,1993,42
42,I'd Die Without You,P.M. Dawn,1993,43
43,"Whoot, There It Is",95 South,1993,44
44,Hip Hop Hooray,Naughty By Nature,1993,45
45,Another Sad Love Song,Toni Braxton,1993,46
46,Will You Be There,Michael Jackson,1993,47
47,Comforter,Shil,1993,48
48,Good Enough,Bobby Brown,1993,49
49,What's Up,4 Non Blondes,1993,50
50,All That She Wants,Ace Of Base,1993,51
51,7,Prince and The New Power Generation,1993,52
52,Dre Day,Dr. Dre,1993,53
53,One Last Cry,Brian McKnight,1993,54
54,Just Kickin' It,Xscape,1993,55
55,I Get Around,2Pac,1993,56
56,Bed Of Roses,Bon Jovi,1993,57
57,Real Love,Mary J. Blige,1993,58
58,Here We Go Again!,Portrait,1993,59
59,Cryin',Aerosmith,1993,60
60,Cats In The Cradle,Ugly Kid Joe,1993,61
61,What About Your Friends,TLC,1993,62
62,I Got A Man,Positive K,1993,63
63,Hey Mr. D.J.,Zhane,1993,64
64,Insane In The Brain,Cypress Hill,1993,65
65,Deeper And Deeper,Madonna,1993,66
66,Rain,Madonna,1993,67
67,The Right Kind Of Love,Jeremy Jordan,1993,68
68,Bad Boys,Inner Circle,1993,69
69,That's What Love Can Do,Boy Krazy,1993,70
70,Do You Believe In Us,Jon Secada,1993,71
71,Angel,Jon Secada,1993,72
72,Forever In Love,Kenny G,1993,73
73,Again,Janet Jackson,1993,74
74,Boom! Shake The Room,Jazzy Jeff and Fresh Prince,1993,75
75,When She Cries,Restless Heart,1993,76
76,Sweat (A La La La La Long),Inner Circle,1993,77
77,It Was A Good Day,Ice Cube,1993,78
78,More And More,Captain Hollywood Project,1993,79
79,How Do You Talk To An Angel,Heights,1993,80
80,Rebirth Of Slick (Cool Like Dat),Digable Planets,1993,81
81,What Is Love,Haddaway,1993,82
82,To Love Somebody,Michael Bolton,1993,83
83,"Give It Up, Turn It Loose",En Vogue,1993,84
84,Alright,Kris Kross,1993,85
85,Check Yo Self,Ice Cube,1993,86
86,Fields Of Gold,Sting,1993,87
87,Ooh Child,Dino,1993,88
88,Faithful,Go West,1993,89
89,Reason To Believe,Rod Stewart,1993,90
90,Break It Down Again,Tears For Fears,1993,91
91,Nothin' My Love Can't Fix,Joey Lawrence,1993,92
92,Three Little Pigs,Green Jelly,1993,93
93,Livin' On The Edge,Aerosmith,1993,94
94,Hey Jealousy,Gin Blossoms,1993,95
95,If I Ever Lose My Faith In You,Sting,1993,96
96,Anniversary,Tony! Toni! Tone!,1993,97
97,One Woman,Jade,1993,98
98,Can't Get Enough Of Your Love,Taylor Dayne,1993,99
99,Two Steps Behind,Def Leppard,1993,100
0,The Sign,Ace Of Base,1994,1
1,I Swear,All-4-One,1994,2
2,I'll Make Love To You,Boyz II Men,1994,3
3,The Power Of Love,Celine Dion,1994,4
4,Hero,Mariah Carey,1994,5
5,Stay (I Missed You),Lisa Loeb and Nine Stories,1994,6
6,Breathe Again,Toni Braxton,1994,7
7,All For Love,"Bryan Adams, Rod Stewart and Sting",1994,8
8,All That She Wants,Ace Of Base,1994,9
9,Don't Turn Around,Ace Of Base,1994,10
10,Bump N' Grind,R. Kelly,1994,11
11,Again,Janet Jackson,1994,12
12,I'll Remember,Madonna,1994,13
13,Whatta Man,Salt-N-Pepa,1994,14
14,Wild Night,John Mellencamp and Me'shell Ndegeocello,1994,15
15,Without You / Never Forget You,Mariah Carey,1994,16
16,You Mean The World To Me,Toni Braxton,1994,17
17,Can You Feel The Love Tonight,Elton John,1994,18
18,The Most Beautiful Girl In The World,Artist Formerly Known As Prince,1994,19
19,Fantastic Voyage,Coolio,1994,20
20,Baby I Love Your Way,Big Mountain,1994,21
21,Regulate,Warren G and Nate Dogg,1994,22
22,If You Go,Jon Secada,1994,23
23,Back and Forth,Aaliyah,1994,24
24,Now And Forever,Richard Marx,1994,25
25,When Can I See You,Babyface,1994,26
26,Please Forgive Me,Bryan Adams,1994,27
27,So Much In Love,All-4-One,1994,28
28,Shoop,Salt-N-Pepa,1994,29
29,"Any Time, Any Place / And On And On",Janet Jackson,1994,30
30,Shine,Collective Soul,1994,31
31,Said I Loved You...But I Lied,Michael Bolton,1994,32
32,Return To Innocence,Enigma,1994,33
33,All I Wanna Do,Sheryl Crow,1994,34
34,Mmm Mmm Mmm Mmm,Crash Test Dummies,1994,35
35,Can We Talk,Tevin Campbell,1994,36
36,Funkdafied,Da Brat,1994,37
37,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,1994,38
38,Gangsta Lean,Drs,1994,39
39,Because The Night,"10,000 Maniacs",1994,40
40,Cantaloop,US3,1994,41
41,Whoomp! (There It Is),Tag Team,1994,42
42,Come To My Window,Melissa Etheridge,1994,43
43,Stroke You Up,Changing Faces,1994,44
44,I'm Ready,Tevin Campbell,1994,45
45,100% Pure Love,Crystal Waters,1994,46
46,Anytime You Need A Friend,Mariah Carey,1994,47
47,Because Of Love,Janet Jackson,1994,48
48,Linger,Cranberries,1994,49
49,Loser,Beck,1994,50
50,Found Out About You,Gin Blossoms,1994,51
51,Gin And Juice,Snoop Doggy Dogg,1994,52
52,Never Lie,Immature,1994,53
53,Streets Of Philadelphia,Bruce Springsteen,1994,54
54,Getto Jam,Domino,1994,55
55,Endless Love,Luther Vandross and Mariah Carey,1994,56
56,I Miss You,Aaron Hall,1994,57
57,Understanding,Xscape,1994,58
58,This D.J.,Warren G,1994,59
59,Cry For You,Jodeci,1994,60
60,Keep Ya Head Up,2Pac,1994,61
61,Who Am I (What's My Name?),Snoop Doggy Dogg,1994,62
62,Another Night,Real McCoy,1994,63
63,Your Body's Callin',R. Kelly,1994,64
64,Tootsee Roll,69 Boyz,1994,65
65,I Can See Clearly Now,Jimmy Cliff,1994,66
66,Never Keeping Secrets,Babyface,1994,67
67,Crazy,Aerosmith,1994,68
68,Just Kickin' It,Xscape,1994,69
69,At Your Best (You Are Love),Aaliyah,1994,70
70,Rock And Roll Dreams Come Through,Meat Loaf,1994,71
71,Amazing,Aerosmith,1994,72
72,Always,Erasure,1994,73
73,Groove Thang,Zhane,1994,74
74,Dreams,Gabrielle,1994,75
75,Mr. Vain,Culture Beat,1994,76
76,Mary Jane's Last Dance,Tom Petty and The Heartbreakers,1994,77
77,Anything,SWV,1994,78
78,Beautiful In My Eyes,Joshua Kadison,1994,79
79,Stay,Eternal,1994,80
80,Flava In Ya Ear,Craig Mack,1994,81
81,U.N.I.T.Y.,Queen Latifah,1994,82
82,Prayer For The Dying,Seal,1994,83
83,Secret,Madonna,1994,84
84,Here Comes The Hotstepper,Ini Kamoze,1994,85
85,Everyday,Phil Collins,1994,86
86,Don't Take The Girl,Tim McGraw,1994,87
87,Got Me Waiting,Heavy D and The Boyz,1994,88
88,"December 1963 (Oh, What A Night)",Four Seasons,1994,89
89,Indian Outlaw,Tim McGraw,1994,90
90,Always,Bon Jovi,1994,91
91,I'm The Only One,Melissa Etheridge,1994,92
92,Back In The Day,Ahmad,1994,93
93,Love Sneakin' Up On You,Bonnie Raitt,1994,94
94,I'll Take You There,General Public,1994,95
95,Always In My Heart,Tevin Campbell,1994,96
96,What Is Love,Haddaway,1994,97
97,And Our Feelings,Babyface,1994,98
98,Bop Gun (One Nation),Ice Cube,1994,99
99,I Wanna Be Down,Brandy,1994,100
0,Gangsta's Paradise,Coolio,1995,1
1,Waterfalls,TLC,1995,2
2,Creep,TLC,1995,3
3,Kiss From A Rose,Seal,1995,4
4,On Bended Knee,Boyz II Men,1995,5
5,Another Night,Real McCoy,1995,6
6,Fantasy,Mariah Carey,1995,7
7,Take A Bow,Madonna,1995,8
8,Don't Take It Personal (Just One Of Dem Days),Monica,1995,9
9,This Is How We Do It,Montell Jordan,1995,10
10,I Know,Dionne Farris,1995,11
11,Water Runs Dry,Boyz II Men,1995,12
12,Freak Like Me,Adina Howard,1995,13
13,Run-Around,Blues Traveler,1995,14
14,I Can Love You Like That,All-4-One,1995,15
15,Have You Ever Really Loved A Woman?,Bryan Adams,1995,16
16,Always,Bon Jovi,1995,17
17,Boombastic / In The Summertime,Shaggy,1995,18
18,Total Eclipse Of The Heart,Nicki French,1995,19
19,You Gotta Be,Des'ree,1995,20
20,You Are Not Alone,Michael Jackson,1995,21
21,Hold My Hand,Hootie and The Blowfish,1995,22
22,One More Chance-Stay With Me,Notorious B.I.G.,1995,23
23,Here Comes The Hotstepper,Ini Kamoze,1995,24
24,Candy Rain,Soul For Real,1995,25
25,Let Her Cry,Hootie and The Blowfish,1995,26
26,I Believe,Blessid Union Of Souls,1995,27
27,Red Light Special,TLC,1995,28
28,Runaway,Janet Jackson,1995,29
29,Strong Enough,Sheryl Crow,1995,30
30,Colors Of The Wind,Vanessa Williams,1995,31
31,Someone To Love,Jon B.,1995,32
32,Only Wanna Be With You,Hootie and The Blowfish,1995,33
33,If You Love Me,Brownstone,1995,34
34,In The House Of Stone And Light,Martin Page,1995,35
35,I Got 5 On It,Luniz,1995,36
36,Baby,Brandy,1995,37
37,Run Away,Real McCoy,1995,38
38,As I Lay Me Down,Sophie B. Hawkins,1995,39
39,He's Mine,Mokenstef,1995,40
40,December,Collective Soul,1995,41
41,I'll Be There For You-You're All I Need To Get By,Method Man-Mary J. Blige,1995,42
42,Shy Guy,Diana King,1995,43
43,I'm The Only One,Melissa Etheridge,1995,44
44,Every Little Thing I Do,Soul For Real,1995,45
45,Before I Let You Go,BLACKstreet,1995,46
46,Big Poppa / Warning,Notorious B.I.G.,1995,47
47,Sukiyaki,4 P.M.,1995,48
48,I Wanna Be Down,Brandy,1995,49
49,I'll Make Love To You,Boyz II Men,1995,50
50,Dear Mama / Old School,2Pac,1995,51
51,Hold On,Jamie Walters,1995,52
52,Keep Their Heads Ringin',Dr. Dre,1995,53
53,The Rhythm Of The Night,Corona,1995,54
54,Roll To Me,Del Amitri,1995,55
55,Scream / Childhood,Michael Jackson and Janet Jackson,1995,56
56,Freek'n You,Jodeci,1995,57
57,I Wish,Skee-lo,1995,58
58,Believe,Elton John,1995,59
59,Carnival,Natalie Merchant,1995,60
60,You Don't Know How It Feels,Tom Petty,1995,61
61,Back For Good,Take That,1995,62
62,Tootsee Roll,69 Boyz,1995,63
63,You Want This / 70's Love Groove,Janet Jackson,1995,64
64,Tell Me,Groove Theory,1995,65
65,Can't You See,Total,1995,66
66,All I Wanna Do,Sheryl Crow,1995,67
67,This Lil' Game We Play,Subway,1995,68
68,Come And Get Your Love,Real McCoy,1995,69
69,This Ain't A Love Song,Bon Jovi,1995,70
70,Secret,Madonna,1995,71
71,Player's Anthem,Junior M.A.F.I.A.,1995,72
72,Feel Me Flow,Naughty By Nature,1995,73
73,Every Day Of The Week,Jade,1995,74
74,The Sweetest Days,Vanessa Williams,1995,75
75,Short Dick Man,20 Fingers feat. Gillette,1995,76
76,Brokenhearted,Brandy,1995,77
